Source,Affiliation,Institution,Country,DOI,ORCID,gleif,grid,psi,wikidata,isni
CrossRef,Department of Gastrointestinal Surgery; Lab of Surgery,Department of Gastrointestinal Surgery; Lab of Surgery,,10.1111/ajco.12080,,,,,,
CrossRef,Royal Ontario Museum,Royal Ontario Museum,,10.1111/muan.12107,,,,,,
CrossRef,"Division of Biostatistics and Epidemiology; University of Massachusetts; Amherst, Massachusetts 01003 U.S.A.",Division of Biostatistics and Epidemiology; University of Massachusetts; Amherst,US,10.1111/biom.12113,,,,,,
CrossRef,"Department of NanoEngineering; University of California; San Diego, La Jolla CA 92093 USA",Department of NanoEngineering; University of California; San Diego,US,10.1002/smll.201501797,,,,,,
CrossRef,Ca’ Foscari University; Mestre Venezia Italy,Caa? Foscari University;,IT,10.1002/spe.2218,,,,,,
CrossRef,"Health Economics and Decision Science, School of Health and Related Research, University of Sheffield, Sheffield, UK","Health Economics and Decision Science, School of Health and Related Research, University of Sheffield",UK,10.3310/hta20780,,,,,,
CrossRef,"University of West Hungary, Hungary",University of West Hungary,HU,10.4018/978-1-60566-194-0.ch041,,,,,,
CrossRef,"Department of Ophthalmology, DongKang Hospital, Ulsan, Korea.","Department of Ophthalmology, DongKang Hospital",KR,10.3341/jkos.2012.53.11.1694,,,,,,
CrossRef,AstraZeneca; Macclesfield UK,AstraZeneca;,UK,10.1002/jcph.848,,,,,,
CrossRef,"Instituto de Medicina Forense, Universidad Veracruzana, 94294 Boca del Río, VER, Mexico","Instituto de Medicina Forense, Universidad Veracruzana",MX,10.1155/2012/127485,,,,,,
CrossRef,"Sciences and Technologies of Image and Telecommunications, Higher Institute of Biotechnology, University of Sfax, 3038 Sfax, Tunisia","Sciences and Technologies of Image and Telecommunications, Higher Institute of Biotechnology, University of Sfax",TN,10.1155/2014/891950,,,,,,
CrossRef,"Department of Pathology, Microbiology and Immunology, Vanderbilt University School of Medicine, Nashville, TN 37232, USA","Department of Pathology, Microbiology and Immunology, Vanderbilt University School of Medicine",US,10.1155/2012/534634,,,,,,
CrossRef,Embrapa Tabuleiros Costeiros,Embrapa Tabuleiros Costeiros,,10.1590/s0102-05362009000400010,,,,,,
CrossRef,"School of Commerce; Senshu University; 2-1-1 Higashimita, Tama-ku Kawasaki Kanagawa 214-8580 Japan",School of Commerce; Senshu University;,JP,10.1111/pirs.12173,,,,,,
CrossRef,"Grup GEMMAIR (AGAUR) and Grup de Recerca en Medicina Aplicada, Departament de Medicina i Cirurgia, IISPV, Hospital Universitari Joan XXIII, Universitat Rovira i Virgili (URV), Mallafré Guasch 4, Catalonia, 43007 Tarragona, Spain","Grup GEMMAIR (AGAUR) and Grup de Recerca en Medicina Aplicada, Departament de Medicina i Cirurgia, IISPV, Hospital Universitari Joan XXIII, Universitat Rovira i Virgili (URV)",ES,10.1155/2014/502542,,,,,,
CrossRef,Wadia Institute of Himalayan Geology; Dehradun 248001 India,Wadia Institute of Himalayan Geology;,IN,10.1111/j.1751-908x.2013.00260.x,,,,,,
CrossRef,Departments of Surgical and Radiological Sciences; School of Veterinary Medicine; University of California; Davis CA 95616 USA,Departments of Surgical and Radiological Sciences; School of Veterinary Medicine; University of California; Davis CA 95616,US,10.1111/vop.12176,,,,,,
CrossRef,Institute of Computing; Federal University of Amazonas; Manaus Brazil,Institute of Computing; Federal University of Amazonas;,BR,10.1002/widm.1184,,,,,,
CrossRef,Department of Dermatology; Jichi Medical University; Shimotsuke Japan,Department of Dermatology; Jichi Medical University;,JP,10.1111/1346-8138.12311,,,,,,
CrossRef,Shinshu University; Nagano Japan,Shinshu University;,JP,10.1111/neup.12190,,,,,,
CrossRef,Allergy Unit; Department of Pediatric; A. Meyer Children's Hospital; University of Florence; 50122 Florence Italy,Allergy Unit; Department of Pediatric; A. Meyer Children's Hospital; University of Florence;,IT,10.1111/pai.12225,,,,,,
CrossRef,Nagasaki Agricultural and Forestry Experiment Station,Nagasaki Agricultural and Forestry Experiment Station,,10.2503/hrj.7.91,,,,,,
CrossRef,The University of Georgia,The University of Georgia,US,10.1111/fcsr.12163,,,,,,
CrossRef,"Instituto Nacional de Câncer,  Brasil",Instituto Nacional de CA?¢ncer,BR,10.1590/s0102-311x1997000500011,,,,,,
CrossRef,"Yonsei Law School, Yonsei University, Seoul, Korea.","Yonsei Law School, Yonsei University",KR,10.5468/ogs.2013.56.5.281,,,,,,
CrossRef,"Department of Neurosurgery, Seoul National University Hospital, Neuroscience Research Institute, Seoul National University Medical Research Center, Clinical Research Institute, Seoul National University Hospital, Seoul, Korea.","Department of Neurosurgery, Seoul National University Hospital, Neuroscience Research Institute, Seoul National University Medical Research Center, Clinical Research Institute, Seoul National University Hospital",KR,10.14245/kjs.2012.9.3.300,,,,,,
CrossRef,IRAP; Université de Toulouse/UPS-OMP/CNRS; Toulouse France,IRAP; UniversitA?© de Toulouse/UPS-OMP/CNRS;,FR,10.1002/2014gl061329,,,,,,
CrossRef,"Bogazici University, Turkey",Bogazici University,TR,10.4018/978-1-4666-6635-1.ch018,,,,,,
CrossRef,Department of Palliative Care and Rehabilitation Medicine; The University of Texas MD Anderson Cancer Center; Houston Texas,Department of Palliative Care and Rehabilitation Medicine; The University of Texas MD Anderson Cancer Center; Houston Texas,US,10.1002/cncr.28680,,,,,,
CrossRef,"Daniel Wesemann; DNP; PMHNP-BC; APRN; is Project Leader; 2917, 28th Ave. A Moline; Illinois",Daniel Wesemann; DNP; PMHNP-BC; APRN; is Project Leader;,US,10.1111/jcap.12162,,,,,,
CrossRef,"Endocrinology and Metabolism Research Institute, Tehran University of Medical Sciences, Tehran, Iran","Endocrinology and Metabolism Research Institute, Tehran University of Medical Sciences",IR,10.1155/2012/491054,,,,,,
CrossRef,"NamesforLife, LLC","NamesforLife, LLC",,10.1601/nm.8735,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,"Faculty of Engineering, Tohoku Gakuin University","Faculty of Engineering, Tohoku Gakuin University",,10.2320/matertrans.47.496,,,,,,
CrossRef,"Laboratory of Neuropsychophysiology, Faculty of Psychology and Educational Sciences; University of Porto; Porto Portugal","Laboratory of Neuropsychophysiology, Faculty of Psychology and Educational Sciences; University of Porto;",PT,10.1111/psyp.12209,http://orcid.org/0000-0001-7579-9871,,,,,
CrossRef,"Molecular Photoscience Research Center, Kobe University","Molecular Photoscience Research Center, Kobe University",,10.2142/biophys.53.s128_1,,,,,,
CrossRef,"Department of Orthopaedic Surgery, Gulhane Military Hospital, Ankara, Turkey.","Department of Orthopaedic Surgery, Gulhane Military Hospital",TR,10.4055/cios.2015.7.1.140,,,,,,
CrossRef,"University of Southern Indiana, USA",University of Southern Indiana,US,10.4018/978-1-61520-615-5.ch009,,,,,,
CrossRef,"Carl von Ossietzky University of Oldenburg, Germany",Carl von Ossietzky University of Oldenburg,DE,10.4018/978-1-61520-611-7.ch014,,,,,,
CrossRef,"Grain, Forage and Bioenergy Research Unit (GFBRU), United States Department of Agriculture–Agricultural Research Service (USDA-ARS), and Department of Plant Pathology","Grain, Forage and Bioenergy Research Unit (GFBRU), United States Department of Agriculturea?Agricultural Research Service (USDA-ARS), and Department of Plant Pathology",,10.1094/pdis-09-15-1050-re,,,,,,
CrossRef,"University of Dayton, Dayton, Ohio",University of Dayton,US,10.1145/3078155.3078157,,,,,,
CrossRef,"Department of Physiology, Faculty of Medicine, American University of Beirut, Beirut, Lebanon","Department of Physiology, Faculty of Medicine, American University of Beirut",LB,10.1080/09629350210313,,,,,,
CrossRef,University of Cincinnati,University of Cincinnati,,10.1111/cico.12141,,,,,,
CrossRef,"Department of Applied Physics, Faculty of Science, Fukuoka University","Department of Applied Physics, Faculty of Science, Fukuoka University",,10.1143/jpsj.56.4388,,,,,,
CrossRef,"National Skin Centre, Singapore",National Skin Centre,SG,10.1111/ddg.12768,,,,,,
CrossRef,The Robert H. Smith Faculty of Agriculture; The Hebrew University of Jerusalem; Rehovot; 76100; Israel,The Robert H. Smith Faculty of Agriculture; The Hebrew University of Jerusalem;,IL,10.1111/j.1365-2052.2012.02348.x,,,,,,
CrossRef,"Department of Physiology, College of Medicine, University of Saskatchewan, Saskatoon, Saskatchewan, Canada","Department of Physiology, College of Medicine, University of Saskatchewan",CA,10.1055/s-0032-1306417,,,,,,
CrossRef,"Department of Mathematics, Sichuan University, Chengdu, Sichuan 610064, China","Department of Mathematics, Sichuan University",CN,10.1155/2012/816528,,,,,,
CrossRef,National Institute of Environmental Health Sciences; Research Triangle Park; NC USA,National Institute of Environmental Health Sciences; Research Triangle Park; NC,US,10.1002/9781118445112.stat05879,,,,,,
CrossRef,"Faculty of Veterinary Medicine, Departments of Veterinary Biomedicine, University of Montreal, 3200 rue Sicotte, Saint-Hyacinthe, Quebec, J2S 2M2, Canada","Faculty of Veterinary Medicine, Departments of Veterinary Biomedicine, University of Montreal",CA,10.1538/expanim.14-0088,,,,,,
CrossRef,"Idaho National Lab. (INL), Idaho Falls, ID (United States)",Idaho National Lab. (INL),US,10.2172/1184087,,,,,,
CrossRef,"ZENSHO HOLDINGS, CO., LTD.","ZENSHO HOLDINGS, CO., LTD.",US,10.5803/jsfm.32.122,,,,,,
CrossRef,Perth Radiation Oncology; Wembley; WA; 6014; Australia,Perth Radiation Oncology;,AU,10.1002/j.2051-3909.2007.tb00068.x,,,,,,
CrossRef,Department of Genetics; University of Georgia; Athens Georgia 30602,Department of Genetics; University of Georgia;,US,10.1111/j.1558-5646.1996.tb03941.x,,,,,,
CrossRef,"Nanjing University, China",Nanjing University,CN,10.1145/2970276.2970282,,,,,,
CrossRef,"Center for Stem Cell Engineering, Department of Basic Research Laboratories; Texas Heart Institute at St. Luke's Episcopal Hospital; Houston Texas USA","Center for Stem Cell Engineering, Department of Basic Research Laboratories; Texas Heart Institute at St. Luke's Episcopal Hospital;",US,10.1002/dvdy.24349,,,,,,
CrossRef,"Departments of Pathology and Laboratory Medicine, Memorial Sloan Kettering Cancer Center, New York, NY 10065; email:","Departments of Pathology and Laboratory Medicine, Memorial Sloan Kettering Cancer Center",US,10.1146/annurev-pathol-052016-100200,,,,,,
CrossRef,"Department of Mechanical Engineering, Babol University of Technology, P. O. Box 484, 47148 71167 Babol, Iran","Department of Mechanical Engineering, Babol University of Technology",IR,10.1155/2010/954674,,,,,,
CrossRef,"Graduate Institute of Networking and Multimedia, Department of Computer Science and Info. Eng., National Taiwan University, Taipei, Taiwan","Graduate Institute of Networking and Multimedia, Department of Computer Science and Info. Eng., National Taiwan University",TW,10.1145/2987386.2987403,,,,,,
CrossRef,"Information Systems, College of Business, Victoria University, Melbourne, Australia","Information Systems, College of Business, Victoria University",AU,10.4018/ijantti.2013100103,,,,,,
CrossRef,"Department of Mathematics and Computer Science, Alabama State University","Department of Mathematics and Computer Science, Alabama State University",US,10.1145/2638404.2737597,,,,,,
CrossRef,Department of Chemistry and Catalysis Research Center; Technische Universität München; Lichtenbergstraße 4 85748 Garching Germany,Department of Chemistry and Catalysis Research Center; Technische UniversitA?¤t MA?1?4nchen; LichtenbergstraA?ea?,DE,10.1002/cctc.201500706,,,,,,
CrossRef,"MoBioFood Research Group. Departament de Bioquímica i Biotecnologia, Universitat Rovira i Virgili, Tarragona, Spain","MoBioFood Research Group. Departament de BioquA?­mica i Biotecnologia, Universitat Rovira i Virgili",ES,10.1080/16546628.2017.1321347,http://orcid.org/0000-0003-2956-5411,,,,,
CrossRef,Laboratory of Plant Pathology,Laboratory of Plant Pathology,,10.1094/pdis-11-10-0856,,,,,,
CrossRef,Department Biology; Institute of Sensory Ecology; Heinrich-Heine University Düsseldorf; Düsseldorf Germany,Department Biology; Institute of Sensory Ecology; Heinrich-Heine University DA?,DE,10.1111/plb.12322,,,,,,
CrossRef,Wayne State University; USA,Wayne State University;,US,10.1002/9781118955567.wbieoc164,,,,,,
CrossRef,Portland State University; Department of Environmental Biology; Portland OR 97207-0751 USA,Portland State University; Department of Environmental Biology; Portland OR 97207-0751,US,10.1002/9781118960608.gbm00394,,,,,,
CrossRef,"National Food Biotechnology Centre, National University of Ireland, Cork.","National Food Biotechnology Centre, National University of Ireland",,10.1094/cchem.2000.77.2.111,,,,,,
CrossRef,"School of Mathematical Sciences, Yangzhou University, Yangzhou 225002, China","School of Mathematical Sciences, Yangzhou University",CN,10.1155/2014/430951,,,,,,
CrossRef,"Department of Internal Medicine, College of Medicine, Inje University, Busan 614-735, Republic of Korea","Department of Internal Medicine, College of Medicine, Inje University",,10.1155/2015/164280,,,,,,
CrossRef,"Department of Pediatrics, Second Hospital of Xi’an Jiaotong University, Xi’an 710004, China","Department of Pediatrics, Second Hospital of Xia?an Jiaotong University",CN,10.1155/2015/651218,,,,,,
CrossRef,Mallinckrodt Institute of Radiology; Washington University School of Medicine; St. Louis Missouri USA,Mallinckrodt Institute of Radiology; Washington University School of Medicine;,US,10.1111/1754-9485.12329,,,,,,
CrossRef,"Mãe de Deus Health System, Rua Soledade 569, 90470-340 Porto Alegre, RS, Brazil",MA?£e de Deus Health System,BR,10.1155/2015/640482,,,,,,
CrossRef,Universidade Estadual de Campinas,Universidade Estadual de Campinas,,10.19146/pibic-2016-51732,,,,,,
CrossRef,Health Research Institute (HRI); National Institute of Advanced Industrial Science and Technology (AIST); Takamatsu Kagawa Japan,Health Research Institute (HRI); National Institute of Advanced Industrial Science and Technology (AIST);,JP,10.1002/fsn3.442,http://orcid.org/0000-0001-9640-9350,,,,,
CrossRef,"Department of Molecular Biology and Genetics, Faculty of Engineering and Natural Sciences; Istanbul Medeniyet University; Istanbul Turkey","Department of Molecular Biology and Genetics, Faculty of Engineering and Natural Sciences; Istanbul Medeniyet University;",TR,10.1111/pre.12141,,,,,,
CrossRef,Hannover,Hannover,,10.3139/104.110610,,,,,,
CrossRef,"School of Engineering, The University of Tokyo","School of Engineering, The University of Tokyo",,10.2183/pjab.93.003,,,,,,
CrossRef,"Graduate School of Bioagricultural Sciences; Nagoya University; Furo-cho, Chikusa-ku Nagoya 464-8601 Japan","Graduate School of Bioagricultural Sciences; Nagoya University; Furo-cho, Chikusa-ku Nagoya 464-8601",JP,10.1002/eco.1449,,,,,,
CrossRef,"NamesforLife, LLC","NamesforLife, LLC",,10.1601/tx.28498,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,"Faculty of Science, Department of Mathematics, Islamic Azad University Mashhad Branch Mashhad Iran","Faculty of Science, Department of Mathematics, Islamic Azad University Mashhad Branch Mashhad",IR,10.1080/23311835.2017.1309740,,,,,,
CrossRef,Hospital de Messejana Dr. Carlos Alberto Studart Gomes,Hospital de Messejana Dr. Carlos Alberto Studart Gomes,,10.1590/s0100-69912013000100014,,,,,,
